Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-15001-80-6,172.16.0.1,15001,192.168.10.50,80,6,7/7/2017 3:57,12640783,4,0,24,0,6,6,6,0,0,0,0,0,1.898616565,0.316436094,4213594.333,7297425.945,12600000,313,12600000,4213594.333,7297425.945,12600000,313,0,0,0,0,0,0,0,0,0,80,0,0.316436094,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,847,0,847,847,12600000,0,12600000,12600000,DDoS
172.16.0.1-192.168.10.50-15002-80-6,172.16.0.1,15002,192.168.10.50,80,6,7/7/2017 3:57,942771,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,12332.79344,8.485623762,134681.5714,352558.457,934182,2,8006,4003,5658.268463,8004,2,942673,235668.25,465691.541,934182,61,0,0,0,0,72,112,3.182108911,5.303514851,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15002-80-6,172.16.0.1,15002,192.168.10.50,80,6,7/7/2017 3:57,11881139,4,0,24,0,6,6,6,0,0,0,0,0,2.020008351,0.336668059,3960379.667,6858848.741,11900000,314,11900000,3960379.667,6858848.741,11900000,314,0,0,0,0,0,0,0,0,0,80,0,0.336668059,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,843,0,843,843,11900000,0,11900000,11900000,DDoS
172.16.0.1-192.168.10.50-15003-80-6,172.16.0.1,15003,192.168.10.50,80,6,7/7/2017 3:57,1023546,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,11359.52854,8.792960942,127943.25,358379.6531,1014862,17,8037,4018.5,5613.720736,7988,49,1023467,204693.4,452912.1515,1014862,17,0,0,0,0,72,132,2.930986981,5.861973961,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15003-80-6,172.16.0.1,15003,192.168.10.50,80,6,7/7/2017 3:57,11799906,4,0,24,0,6,6,6,0,0,0,0,0,2.033914507,0.338985751,3933302,6812031.985,11800000,311,11800000,3933302,6812031.985,11800000,311,0,0,0,0,0,0,0,0,0,80,0,0.338985751,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,747,0,747,747,11800000,0,11800000,11800000,DDoS
172.16.0.1-192.168.10.50-15004-80-6,172.16.0.1,15004,192.168.10.50,80,6,7/7/2017 3:57,1023252,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,11362.79235,6.840934589,170542,413567.8861,1014710,1,8079,4039.5,5711.301472,8078,1,1023105,341035,583433.6551,1014710,157,0,0,0,0,72,92,2.93182911,3.909105479,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15004-80-6,172.16.0.1,15004,192.168.10.50,80,6,7/7/2017 3:57,11800731,4,0,24,0,6,6,6,0,0,0,0,0,2.033772315,0.338962052,3933577,6812607.025,11800000,299,11800000,3933577,6812607.025,11800000,299,0,0,0,0,0,0,0,0,0,80,0,0.338962052,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,633,0,633,633,11800000,0,11800000,11800000,DDoS
172.16.0.1-192.168.10.50-15005-80-6,172.16.0.1,15005,192.168.10.50,80,6,7/7/2017 3:57,1073206,3,7,26,11601,20,0,8.666666667,10.26320288,2920,0,1657.285714,1299.172136,10833.89396,9.317875599,119245.1111,354417.6089,1064334,2,8014,4007,5663.925317,8012,2,1073079,178846.5,433810.8858,1064334,11,0,0,0,0,72,152,2.79536268,6.522512919,0,2920,1057,1306.290856,1706395.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15005-80-6,172.16.0.1,15005,192.168.10.50,80,6,7/7/2017 3:57,11750739,5,0,30,0,6,6,6,0,0,0,0,0,2.55303092,0.425505153,2937684.75,5873928.175,11700000,361,11800000,2937684.75,5873928.175,11700000,361,0,0,0,0,0,0,0,0,0,100,0,0.425505153,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2162,0,2162,2162,11700000,0,11700000,11700000,DDoS
172.16.0.1-192.168.10.50-15006-80-6,172.16.0.1,15006,192.168.10.50,80,6,7/7/2017 3:57,1073205,3,6,26,11601,20,0,8.666666667,10.26320288,2920,0,1933.5,1495.722401,10833.90405,8.386095853,134150.625,375858.9528,1064330,1,8010,4005,5662.511104,8009,1,1073081,214616.2,475017.57,1064330,65,0,0,0,0,72,132,2.795365284,5.590730569,0,2920,1162.7,1494.366611,2233131.567,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15006-80-6,172.16.0.1,15006,192.168.10.50,80,6,7/7/2017 3:57,11751061,5,0,30,0,6,6,6,0,0,0,0,0,2.552960962,0.425493494,2937765.25,5873293.867,11700000,660,11800000,2937765.25,5873293.867,11700000,660,0,0,0,0,0,0,0,0,0,100,0,0.425493494,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3355,0,3355,3355,11700000,0,11700000,11700000,DDoS
172.16.0.1-192.168.10.50-15007-80-6,172.16.0.1,15007,192.168.10.50,80,6,7/7/2017 3:57,1789374,2,4,20,11601,20,0,10,14.14213562,7215,0,2900.25,3540.00286,6494.450014,3.353127965,357874.8,785144.4185,1762231,56,26926,26926,0,26926,26926,1789295,596431.6667,1009700.375,1762231,161,0,0,0,0,52,92,1.117709322,2.235418644,0,7215,1660.142857,2942.463278,8658090.143,0,0,0,1,0,0,0,0,2,1936.833333,10,2900.25,52,0,0,0,0,0,0,2,20,4,11601,8192,229,1,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15007-80-6,172.16.0.1,15007,192.168.10.50,80,6,7/7/2017 3:57,11007714,5,0,30,0,6,6,6,0,0,0,0,0,2.725361506,0.454226918,2751928.5,5503195.686,11000000,1,11000000,2751928.5,5503195.686,11000000,1,0,0,0,0,0,0,0,0,0,100,0,0.454226918,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,992,0,992,992,11000000,0,11000000,11000000,DDoS
172.16.0.1-192.168.10.50-15008-80-6,172.16.0.1,15008,192.168.10.50,80,6,7/7/2017 3:57,1793218,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,6483.874242,3.903596774,298869.6667,718821.5975,1765995,48,27018,13509,19026.82927,26963,55,1793135,597711.6667,1011851.95,1765995,157,0,0,0,0,72,92,1.672970046,2.230626728,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15008-80-6,172.16.0.1,15008,192.168.10.50,80,6,7/7/2017 3:57,11005722,4,0,24,0,6,6,6,0,0,0,0,0,2.18068383,0.363447305,3668574,6353305.275,11000000,4,11000000,3668574,6353305.275,11000000,4,0,0,0,0,0,0,0,0,0,80,0,0.363447305,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,983,0,983,983,11000000,0,11000000,11000000,DDoS
172.16.0.1-192.168.10.50-15009-80-6,172.16.0.1,15009,192.168.10.50,80,6,7/7/2017 3:57,1793500,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,6482.854753,3.902982994,298916.6667,718898.3274,1766199,31,27108,13554,19024.00084,27006,102,1793366,597788.6667,1011962.038,1766199,162,0,0,0,0,72,92,1.672706997,2.230275997,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15009-80-6,172.16.0.1,15009,192.168.10.50,80,6,7/7/2017 3:57,11004720,4,0,24,0,6,6,6,0,0,0,0,0,2.180882385,0.363480398,3668240,6352712.915,11000000,1,11000000,3668240,6352712.915,11000000,1,0,0,0,0,0,0,0,0,0,80,0,0.363480398,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,999,0,999,999,11000000,0,11000000,11000000,DDoS
172.16.0.1-192.168.10.50-15010-80-6,172.16.0.1,15010,192.168.10.50,80,6,7/7/2017 3:57,1795622,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,6475.193554,3.898370592,299270.3333,719725.6069,1768241,55,27166,13583,19057.94197,27059,107,1795486,598495.3333,1013118.913,1768241,160,0,0,0,0,72,92,1.670730254,2.227640339,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15010-80-6,172.16.0.1,15010,192.168.10.50,80,6,7/7/2017 3:57,11003318,4,0,24,0,6,6,6,0,0,0,0,0,2.181160265,0.363526711,3667772.667,6352218.683,11000000,302,11000000,3667772.667,6352218.683,11000000,302,0,0,0,0,0,0,0,0,0,80,0,0.363526711,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,635,0,635,635,11000000,0,11000000,11000000,DDoS
172.16.0.1-192.168.10.50-15011-80-6,172.16.0.1,15011,192.168.10.50,80,6,7/7/2017 3:57,1794389,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,6479.642931,3.901049327,299064.8333,719733.8326,1768068,48,26113,13056.5,17951.31985,25750,363,1794290,598096.6667,1013307.663,1768068,160,0,0,0,0,72,92,1.671878283,2.229171044,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15011-80-6,172.16.0.1,15011,192.168.10.50,80,6,7/7/2017 3:57,11003726,4,0,24,0,6,6,6,0,0,0,0,0,2.181079391,0.363513232,3667908.667,6352914.968,11000000,1,11000000,3667908.667,6352914.968,11000000,1,0,0,0,0,0,0,0,0,0,80,0,0.363513232,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,103,0,103,103,11000000,0,11000000,11000000,DDoS
172.16.0.1-192.168.10.50-15012-80-6,172.16.0.1,15012,192.168.10.50,80,6,7/7/2017 3:57,1831307,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,6349.017396,3.82240662,305217.8333,741919.2634,1819626,21,11500,5750,8036.975675,11433,67,1831263,610421,1047217.536,1819626,160,0,0,0,0,72,92,1.638174266,2.184232354,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15012-80-6,172.16.0.1,15012,192.168.10.50,80,6,7/7/2017 3:57,10962462,4,0,24,0,6,6,6,0,0,0,0,0,2.189289231,0.364881538,3654154,6328411.357,11000000,359,11000000,3654154,6328411.357,11000000,359,0,0,0,0,0,0,0,0,0,80,0,0.364881538,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,888,0,888,888,11000000,0,11000000,11000000,DDoS
172.16.0.1-192.168.10.50-15013-80-6,172.16.0.1,15013,192.168.10.50,80,6,7/7/2017 3:57,1847764,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,6292.470251,4.870751893,230970.5,648509.7151,1835921,14,11544,5772,7879.99797,11344,200,1847686,369537.2,819748.3989,1835921,14,0,0,0,0,72,132,1.623583964,3.247167928,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15013-80-6,172.16.0.1,15013,192.168.10.50,80,6,7/7/2017 3:57,10945721,4,0,24,0,6,6,6,0,0,0,0,0,2.192637653,0.365439609,3648573.667,6318655.022,10900000,1,10900000,3648573.667,6318655.022,10900000,1,0,0,0,0,0,0,0,0,0,80,0,0.365439609,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,993,0,993,993,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15014-80-6,172.16.0.1,15014,192.168.10.50,80,6,7/7/2017 3:57,1847954,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,6291.823281,3.787973077,307992.3333,748645.8577,1836132,45,11591,5795.5,7913.231988,11391,200,1847875,615958.3333,1056716.687,1836132,186,0,0,0,0,72,92,1.623417033,2.164556044,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15014-80-6,172.16.0.1,15014,192.168.10.50,80,6,7/7/2017 3:57,10944725,4,0,24,0,6,6,6,0,0,0,0,0,2.192837189,0.365472865,3648241.667,6318070.455,10900000,1,10900000,3648241.667,6318070.455,10900000,1,0,0,0,0,0,0,0,0,0,80,0,0.365472865,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1004,0,1004,1004,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15015-80-6,172.16.0.1,15015,192.168.10.50,80,6,7/7/2017 3:57,1848262,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,6290.774793,4.328390672,264037.4286,693287.936,1836238,64,11565,5782.5,7989.599521,11432,133,1848198,462049.5,916141.5255,1836238,163,0,0,0,0,72,112,1.623146502,2.70524417,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15015-80-6,172.16.0.1,15015,192.168.10.50,80,6,7/7/2017 3:57,10943700,5,0,30,0,6,6,6,0,0,0,0,0,2.741303216,0.456883869,2735925,5471176.02,10900000,4,10900000,2735925,5471176.02,10900000,4,0,0,0,0,0,0,0,0,0,100,0,0.456883869,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1011,0,1011,1011,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15016-80-6,172.16.0.1,15016,192.168.10.50,80,6,7/7/2017 3:57,1848457,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,6290.111158,4.327934055,264065.2857,693347.4672,1836401,72,11608,5804,8010.105617,11468,140,1848340,462085,916226.3581,1836401,187,0,0,0,0,72,112,1.622975271,2.704958785,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15016-80-6,172.16.0.1,15016,192.168.10.50,80,6,7/7/2017 3:57,10942731,5,0,30,0,6,6,6,0,0,0,0,0,2.741545963,0.456924327,2735682.75,5470682.188,10900000,1,10900000,2735682.75,5470682.188,10900000,1,0,0,0,0,0,0,0,0,0,100,0,0.456924327,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1025,0,1025,1025,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15017-80-6,172.16.0.1,15017,192.168.10.50,80,6,7/7/2017 3:57,1837230,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6331.814743,4.354381324,262461.4286,693929.2657,1836145,4,860,430,462.4478349,757,103,1837150,459287.5,917905.0727,1836145,4,0,0,0,0,72,112,1.632892997,2.721488328,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15017-80-6,172.16.0.1,15017,192.168.10.50,80,6,7/7/2017 3:57,10933720,4,0,24,0,6,6,6,0,0,0,0,0,2.195044322,0.36584072,3644573.333,6312582.721,10900000,1,10900000,3644573.333,6312582.721,10900000,1,0,0,0,0,0,0,0,0,0,80,0,0.36584072,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15018-80-6,172.16.0.1,15018,192.168.10.50,80,6,7/7/2017 3:57,1838033,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,6329.048499,4.352478982,262576.1429,694180.7316,1836830,5,894,447,438.4062043,757,137,1837923,459480.75,918232.926,1836830,5,0,0,0,0,72,112,1.632179618,2.720299364,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15018-80-6,172.16.0.1,15018,192.168.10.50,80,6,7/7/2017 3:57,10932721,5,0,30,0,6,6,6,0,0,0,0,0,2.744056123,0.457342687,2733180.25,5465693.187,10900000,1,10900000,2733180.25,5465693.187,10900000,1,0,0,0,0,0,0,0,0,0,100,0,0.457342687,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1001,0,1001,1001,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15019-80-6,172.16.0.1,15019,192.168.10.50,80,6,7/7/2017 3:57,1837902,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6329.499614,4.352789213,262557.4286,694184.1457,1836819,12,790,395,470.9331163,728,62,1837887,459471.75,918231.5814,1836819,12,0,0,0,0,72,112,1.632295955,2.720493258,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15019-80-6,172.16.0.1,15019,192.168.10.50,80,6,7/7/2017 3:57,10932721,4,0,24,0,6,6,6,0,0,0,0,0,2.195244898,0.36587415,3644240.333,6311135.613,10900000,3,10900000,3644240.333,6311135.613,10900000,3,0,0,0,0,0,0,0,0,0,80,0,0.36587415,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1009,0,1009,1009,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15020-80-6,172.16.0.1,15020,192.168.10.50,80,6,7/7/2017 3:57,1838085,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6328.869448,3.808311368,306347.5,749931.16,1837138,5,843,421.5,364.1599923,679,164,1838037,612679,1060412.693,1837138,5,0,0,0,0,72,92,1.632133443,2.176177924,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15020-80-6,172.16.0.1,15020,192.168.10.50,80,6,7/7/2017 3:57,10930714,4,0,24,0,6,6,6,0,0,0,0,0,2.19564797,0.365941328,3643571.333,6310847.206,10900000,1,10900000,3643571.333,6310847.206,10900000,1,0,0,0,0,0,0,0,0,0,80,0,0.365941328,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4,0,4,4,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15021-80-6,172.16.0.1,15021,192.168.10.50,80,6,7/7/2017 3:57,1744843,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6667.07549,4.584939734,249263.2857,659050.4061,1743849,3,770,385,540.2295808,767,3,1744826,436206.5,871761.7381,1743849,4,0,0,0,0,72,112,1.7193524,2.865587334,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15021-80-6,172.16.0.1,15021,192.168.10.50,80,6,7/7/2017 3:57,10865702,5,0,30,0,6,6,6,0,0,0,0,0,2.760981297,0.460163549,2716425.5,5431517.687,10900000,0,10900000,2716425.5,5431517.687,10900000,0,0,0,0,0,0,0,0,0,0,100,0,0.460163549,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2000,0,2000,2000,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15022-80-6,172.16.0.1,15022,192.168.10.50,80,6,7/7/2017 3:57,979303,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,11878.8567,8.169075353,139900.4286,369624.1826,978129,3,913,456.5,639.931637,909,4,979256,244814,488876.8305,978129,3,0,0,0,0,72,112,3.063403257,5.105672095,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15022-80-6,172.16.0.1,15022,192.168.10.50,80,6,7/7/2017 3:57,10867716,4,0,24,0,6,6,6,0,0,0,0,0,2.208375707,0.368062618,3622572,6273625.742,10900000,3,10900000,3622572,6273625.742,10900000,3,0,0,0,0,0,0,0,0,0,80,0,0.368062618,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,985,0,985,985,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15023-80-6,172.16.0.1,15023,192.168.10.50,80,6,7/7/2017 3:57,901727,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12900.80035,9.980847862,112715.875,318337.9748,900562,3,883,441.5,526.794552,814,69,901567,180313.4,402631.3839,900562,3,0,0,0,0,72,132,3.326949287,6.653898575,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
172.16.0.1-192.168.10.50-15023-80-6,172.16.0.1,15023,192.168.10.50,80,6,7/7/2017 3:57,10858380,4,0,24,0,6,6,6,0,0,0,0,0,2.210274461,0.368379077,3619460,6268314.405,10900000,3,10900000,3619460,6268314.405,10900000,3,0,0,0,0,0,0,0,0,0,80,0,0.368379077,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,894,0,894,894,10900000,0,10900000,10900000,DDoS
172.16.0.1-192.168.10.50-15024-80-6,172.16.0.1,15024,192.168.10.50,80,6,7/7/2017 3:57,10859419,5,0,30,0,6,6,6,0,0,0,0,0,2.762578735,0.460429789,2714854.75,5428388.187,10900000,1,10900000,2714854.75,5428388.187,10900000,1,0,0,0,0,0,0,0,0,0,100,0,0.460429789,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1982,0,1982,1982,10900000,0,10900000,10900000,DDoS
